source,category,subcategory,label,era,updated_on,image,name,notes,line_type,image_type,author,license,gauge
MLG Traffic,Special open wagons with roof (T),,Taems 890,5b,20130630,images/DB/W/DB_Taems890_K,DB_Taems890_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taems 890,5b,20130630,images/DB/W/DB_Taems890_Y25_K,DB_Taems890_Y25_K,"Y25 bogies, DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taems 891,"4a,4b,5a",20130630,images/DB/W/DB_Taems891,DB_Taems891,"Sliding doors and tilting roof, generation after the Taems 890. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taems 891,5b,20130630,images/DB/W/DB_Taems891_K,DB_Taems891_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taems 892,"4a,4b,5a",20130630,images/DB/W/DB_Taems892,DB_Taems892,"Rolling roof. One dobble door per side, generation after the Taems 889. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taems 892,5b,20130630,images/DB/W/DB_Taems892_K,DB_Taems892_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tamns 893,5a,20130630,images/DB/W/DB_Tamns893,DB_Tamns893,"Rolling roof. 1 door per side. Based on the Eanos 052, longer than the Tamns 886. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tamns 893,5b,20130630,images/DB/W/DB_Tamns893_K,DB_Tamns893_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tamns 893,5b,20130630,images/DB/W/DB_Tamns893_DBC,DB_Tamns893_DBC,DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taoos 894,"5b,6",20170924,images/DB/W/DB_Taoos894_K,DB_Taoos894_K,"Refurbished Uaoos 948, with sliding roof. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taoos 894,"5b,6",20170924,images/DB/W/DB_Taoos894_DBC,DB_Taoos894_DBC,DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taoos 894,"5b,6",20170924,images/DB/W/DB_Taoos894_RN,DB_Taoos894_RN,"Traffic red livery, Railion logo. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Taoos 894,6,20170924,images/DB/W/DB_Taoos894_VRSL,DB_Taoos894_VRSL,"Traffic red livery, no logo. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tamns 895,"5b,6",20140330,images/DB/W/DB_Tamns895_DBC,DB_Tamns895_DBC,"Rolling roof, 1 small door per side. 800 units built in the end of the nineties. DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tanoos 896,"5b,6",20170924,images/DB/W/DB_Tanoos896_DBC,DB_Tanoos896_DBC,Capacity 75 m3. Initial DB Cargo livery of the first units. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tanoos 896,"5b,6",20170924,images/DB/W/DB_Tanoos896_VRSL,DB_Tanoos896_VRSL,Traffic red livery without logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tanoos 896,"5b,6",20170924,images/DB/W/DB_Tanoos896_RN,DB_Tanoos896_RN,Railion livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tanoos 896,6,20170924,images/DB/W/DB_Tanoos896_RDL,DB_Tanoos896_RDL,Railion DB Logistics livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tanoos 896,6,20170924,images/DB/W/DB_Tanoos896_DBS,DB_Tanoos896_DBS,Initial DB Schenker livery of the last units. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tagnoos 898,"5b,6",20170924,images/DB/W/DB_Tagnoos898_RN,DB_Tagnoos898_RN,Capacity 90 m3. Initial Railion livery of the first 200 units. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tagnoos 898,6,20170924,images/DB/W/DB_Tagnoos898_DBS,DB_Tagnoos898_DBS,Initial DB Schenker livery of the last 100 units. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(s) 925 à 929, 931, 933","4a,4b,5a",20110327,images/DB/W/DB_Td925,DB_Td925,http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(s) 925 à 929, 931, 933",5b,20120624,images/DB/W/DB_Td925_K,DB_Td925_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(s) 925 à 929, 931, 933",5a,20120624,images/DB/W/DB_Td925_QW,DB_Td925_QW,Quartzwerke livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(s) 925 à 929, 931, 933",5b,20120624,images/DB/W/DB_Td925_QWK,DB_Td925_QWK,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Tdgs 930, 932","4b,5a",20090628,images/DB/W/DB_Tdgs930,DB_Tdgs930,Tdgs 932 are transformed Fc 090. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(g)s 930, 932",5b,20120624,images/DB/W/DB_Tds930_K,DB_Tds930_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(g)s 930, 932",5a,20170924,images/DB/W/DB_Tds930_QW,DB_Tds930_QW,Quartzwerke livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(g)s 930, 932",5b,20120624,images/DB/W/DB_Tds930_QWK,DB_Tds930_QWK,Quartzwerke livery. DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,"Td(g)s 930, 932",5b,20120624,images/DB/W/DB_Tdgs930_DBC,DB_Tdgs930_DBC,Traffic red DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tdgs 940,5b,20090628,images/DB/W/DB_Tdgs940_K,DB_Tdgs940_K,"Formerly DR, built in France. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tads 957,"5b,6",20170924,images/DB/W/DB_Tads957_K,DB_Tads957_K,"Formerly DR, built in France and in Belgium. Built type, built between 1984 and 86. Capacity : 82 m3. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tadgs 957,"5b,6",20170924,images/DB/W/DB_Tadgs957_K,DB_Tadgs957_K,Cereal transport. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tads 958,"5b,6",20170924,images/DB/W/DB_Tads958_K,DB_Tads958_K,"Formerly DR, built in France by Arbel. First type, built between 1976 and 79. Capacity : 66 m3. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tads 958,"5b,6",20170924,images/DB/W/DB_Tads958_VR,DB_Tads958_VR,Traffic red livery. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tadgs 958,"5b,6",20170924,images/DB/W/DB_Tadgs958_K,DB_Tadgs958_K,Cereal transport. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tadgs 959,"4a,4b,5a",20131229,images/DB/W/DB_Tadgs959_661,DB_Tadgs959_661,"First series, with 661 bogies. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tadgs 959,"4b,5a",20131229,images/DB/W/DB_Tadgs959_Y25,DB_Tadgs959_Y25,"Next series, with Y25 bogies. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tadgs 959,5b,20131229,images/DB/W/DB_Tadgs959_Y25_K,DB_Tadgs959_Y25_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tadgs 959,5b,20131229,images/DB/W/DB_Tadgs959_Y25_DBC,DB_Tadgs959_Y25_DBC,Traffic red DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tal 964,"4a,4b,5a",20140928,images/DB/W/DB_Tal964,DB_Tal964,"1st generation, hydraulic opening. Bogies 931. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tal 964,"5b,6",20140928,images/DB/W/DB_Tal964_K,DB_Tal964_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 966,"4a,4b,5a",20140928,images/DB/W/DB_Tals966,DB_Tals966,"2nd generation, hydraulic opening. Bogies 961. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 966,"5b,6",20140928,images/DB/W/DB_Tals966_K,DB_Tals966_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 967,"4a,4b,5a",20160327,images/DB/W/DB_Tals967,DB_Tals967,"2nd generation, hydraulic opening. http://mlgtraffic.net/DB_E_W_TU.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 967,"5b,6",20160327,images/DB/W/DB_Tals967_K,DB_Tals967_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 968,"4a,4b,5a",20160327,images/DB/W/DB_Tals968,DB_Tals968,3rd generation. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 968,"5b,6",20160327,images/DB/W/DB_Tals968_K,DB_Tals968_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Tals 968,"5b,6",20160925,images/DB/W/DB_Tals968_DBC,DB_Tals968_DBC,DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Talns 969.3,"5b,6",20160327,images/DB/W/DB_Talns969_3_DBC,DB_Talns969_3_DBC,"4th generation, hydraulic opening. 643 bogies. DB Cargo livery. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Talns 969.4,"5b,6",20160327,images/DB/W/DB_Talns969_VR,DB_Talns969_VR,"4th generation, hydraulic opening. Y25 bogies. Traffic red livery with DB logo. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Talns 969.5,"5b,6",20160327,images/DB/W/DB_Talns969_VRSL,DB_Talns969_VRSL,"4th generation, hydraulic opening. Y25 bogies. Traffic red livery without DB logo. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Talns 969.6,"5b,6",20160327,images/DB/W/DB_Talns969_RN,DB_Talns969_RN,"4th generation, hydraulic opening. Y25 bogies. Railion livery. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Special open wagons with roof (T),,Talns 970.3,"5b,6",20160327,images/DB/W/DB_Talns970_3_DBS,DB_Talns970_3_DBS,"4th generation, hydraulic opening with distant steering. Y25 bogies. DB Schenker livery. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"4a,4b,5a",20190331,images/DB/W/DB_Ucs908_25,DB_Ucs908_25,"Standard height, 25 m3. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"5b,6",20190331,images/DB/W/DB_Ucs908_25_K,DB_Ucs908_25_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"4a,4b,5a",20190331,images/DB/W/DB_Ucs908_25F,DB_Ucs908_25F,"Standard height, brake platform, 25 m3. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"5b,6",20190331,images/DB/W/DB_Ucs908_25F_K,DB_Ucs908_25F_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"4a,4b,5a",20140330,images/DB/W/DB_Ucs908,DB_Ucs908,"Standard height, 27 m3. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"5b,6",20140330,images/DB/W/DB_Ucs908_K,DB_Ucs908_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,5a,20140330,images/DB/W/DB_Ucs908_QW,DB_Ucs908_QW,"Standard height, 27 m3. Quartzwerke livery. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"4a,4b,5a",20140330,images/DB/W/DB_Ucs908_F,DB_Ucs908_F,"Standard height, brake platform, 27 m3. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 908,"5b,6",20140330,images/DB/W/DB_Ucs908_F_K,DB_Ucs908_F_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 909,"4a,4b,5a",20140330,images/DB/W/DB_Ucs909,DB_Ucs909,Bigger height. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 909,"5b,6",20140330,images/DB/W/DB_Ucs909_K,DB_Ucs909_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 909,"4a,4b,5a",20140330,images/DB/W/DB_Ucs909_F,DB_Ucs909_F,"Bigger height, brake platform. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Ucs 909,"5b,6",20140330,images/DB/W/DB_Ucs909_F_K,DB_Ucs909_F_K,DB AG logo. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Uac 946,"4a,4b,5a",20140928,images/DB/W/DB_Uac946,DB_Uac946,"Bogies, 4 silos with bigger height. 3 units. http://mlgtraffic.net/DB_E_W_TU.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Miscellaneous (U),,Uaoos 948,5b,20170924,images/DB/W/DB_Uaoos948_K,DB_Uaoos948_K,Former DR wagons. http://mlgtraffic.net/DB_E_W_TU.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,X 2100 / 2200,X 2202,"4b,5a,5b",20060115,images/SNCF/AD/X2202_T1Au,X2202_T1Au,The livery of the X2202 (Auvergne) is unique with its darker blue. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,EAD,X 4750 heavily refurbished,5b,20060514,images/SNCF/AD/X4750_RGW_T2AU,X4750_RGW_T2AU,"Refurbished since 2004. With Auvergne design. X 4760, 75, 78 and 80. http://mlgtraffic.net/SNCF_E_REG_Auv.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,X TER,X 72500 bicaisse,5b,20210926,images/SNCF/AD/X72500_T2Au_Mi,X72500_T2Au_Mi,Auvergne design. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,X TER,X 72500 bicaisse,5b,20210926,images/SNCF/AD/X72500_T2Au_Mp,X72500_T2Au_Mp,Auvergne design. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,X TER,X 72500 bicaisse,6,20210926,images/SNCF/AD/X72500_T2IAu_Mi,X72500_T2IAu_Mi,Carmillon SNCF logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,X TER,X 72500 bicaisse,6,20210926,images/SNCF/AD/X72500_T2IAu_Mp,X72500_T2IAu_Mp,Carmillon SNCF logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,A TER,X 73500,5b,20140928,images/SNCF/AD/X73500_T2B_Au,X73500_T2B_Au,"34 X TER of Région Auvergne. The first one (X 73629) was the first with the new TER livery concept, without the big logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml",1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,DMUs,A TER,X 73500,6,20140928,images/SNCF/AD/X73500_T2BI_Au,X73500_T2BI_Au,Carmillon SNCF logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,ZGC,XGC (X 76500),5b,20060514,images/SNCF/AM/XGC_T2AU,XGC_T2AU,http://mlgtraffic.net/SNCF_E_REG_Auv.xml,1,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,ZGC,XGC (X 76500),5b,20060514,images/SNCF/AM/XRGC_T2AU,XRGC_T2AU,http://mlgtraffic.net/SNCF_E_REG_Auv.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,XGC,XGC (X 76500),6,20090329,images/SNCF/AM/XGC_T2IAu,XGC_T2IAu,Carmillon SNCF logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,1,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,XGC,ZGC (Z 27500),5b,20061008,images/SNCF/AM/ZGC_T2AU,ZGC_T2AU,http://mlgtraffic.net/SNCF_E_REG_Auv.xml,1,sides,,CC BY-NC-SA 3.0,
MLG Traffic,AGC,XGC,ZGC (Z 27500),5b,20061008,images/SNCF/AM/ZRGC_T2AU,ZRGC_T2AU,http://mlgtraffic.net/SNCF_E_REG_Auv.xml,1,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,Mainline coaches,Corail VTU,VTU 84 A5B5tu,6,20220403,images/SNCF/VLCorail/VTU84_T2BIAu_AB,VTU84_T2BIAu_AB,"VTU 84, with sliding doors. 1st / 2nd class. Last standard TER livery without big logo. Carmillon logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Mainline coaches,Corail VTU,VTU B11tu,6,20220925,images/SNCF/VLCorail/VTU_NDITAu_B,VTU_NDITAu_B,Nouvelle Décoration livery with TER logo. Carmillon logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Mainline coaches,Corail VU,VU B11u,6,20220403,images/SNCF/VLCorail/VU_NDITAu_B11,VU_NDITAu_B11,2nd class. Nouvelle Décoration livery with TER logo. Carmillon logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Mainline coaches,Corail VU,VU B11u,6,20220403,images/SNCF/VLCorail/VU_T2BIAu_B11,VU_T2BIAu_B11,2nd class. Last standard TER livery without big logo. Carmillon logo. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RIO 88,RIO 88,"5a,5b",20101226,images/SNCF/VBR/RIO88_T1VAu_B,RIO88_T1VAu_B,First generation green TER livery. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RIO 88,RIO 88,"5a,5b",20101226,images/SNCF/VBR/RIO88_T1VAu_AB,RIO88_T1VAu_AB,First generation green TER livery. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RIO 88,RIO 88,"5a,5b",20101226,images/SNCF/VBR/RIO88_T1VAu_BDx,RIO88_T1VAu_BDx,First generation green TER livery. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RRR,RRR,"5a,5b",20210328,images/SNCF/VBR/RRR_T1VAuv_VI,RRR_T1VAuv_VI,First generation green TER livery. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RRR,RRR,"5a,5b",20210328,images/SNCF/VBR/RRR_T1VAuv_VP,RRR_T1VAuv_VP,First generation green TER livery. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RRR,RRR,"5a,5b",20210328,images/SNCF/VBR/RRR_T1VAuv_VX,RRR_T1VAuv_VX,First generation green TER livery. http://mlgtraffic.net/SNCF_E_REG_Auv.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RRR,RRR,6,20071230,images/VB/RRR_T2Auv_VI,RRR_T2Auv_VI,"New TER livery, with blue roof and the typical regional green surfaces. http://mlgtraffic.net/SNCF_E_REG_Auv.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RRR,RRR,6,20071230,images/VB/RRR_T2Auv_VX,RRR_T2Auv_VX,"New TER livery, with blue roof and the typical regional green surfaces. http://mlgtraffic.net/SNCF_E_REG_Auv.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Regional coaches,RRR,RRR,6,20071230,images/VB/RRR_T2Auv_VP,RRR_T2Auv_VP,"New TER livery, with blue roof and the typical regional green surfaces. http://mlgtraffic.net/SNCF_E_REG_Auv.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5a,201110327,images/SNCF/AE/Z11500_T1JLor1,Z11500_T1JLor1,"Yellow TER livery, first regional logos. http://mlgtraffic.net/SNCF_E_REG_Lor.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5a,201110327,images/SNCF/AE/ZR111500_T1JLor1,ZR111500_T1JLor1,"Yellow TER livery, first regional logos. http://mlgtraffic.net/SNCF_E_REG_Lor.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5b,201110327,images/SNCF/AE/Z11500_T1JLor2,Z11500_T1JLor2,"Yellow TER livery, second regional logos. http://mlgtraffic.net/SNCF_E_REG_Lor.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5b,201110327,images/SNCF/AE/ZR111500_T1JLor2,ZR111500_T1JLor2,"Yellow TER livery, second regional logos. http://mlgtraffic.net/SNCF_E_REG_Lor.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5b,201110327,images/SNCF/AE/ZR111500_T1JMLor,ZR111500_T1JMLor,"With Metrolor design, waiting to refurbished. http://mlgtraffic.net/SNCF_E_REG_Lor.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5b,201110327,images/SNCF/AE/Z11500_T1JMLor,Z11500_T1JMLor,"With Metrolor design, waiting to refurbished. http://mlgtraffic.net/SNCF_E_REG_Lor.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5b,201110327,images/SNCF/AE/ZR111500_T2Lor,ZR111500_T2Lor,Modernised units with grey TER livery with big Metrolor logos. http://mlgtraffic.net/SNCF_E_REG_Lor.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,5b,201110327,images/SNCF/AE/Z11500_T2Lor,Z11500_T2Lor,Modernised units with grey TER livery with big Metrolor logos. http://mlgtraffic.net/SNCF_E_REG_Lor.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,6,201110327,images/SNCF/AE/Z11500_T2ILor,Z11500_T2ILor,Carmillon SNCF logo. http://mlgtraffic.net/SNCF_E_REG_Lor.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,EMU,Z2,Z 11500,6,201110327,images/SNCF/AE/ZR111500_T2ILor,ZR111500_T2ILor,Carmillon SNCF logo. http://mlgtraffic.net/SNCF_E_REG_Lor.xml,2,sides,,CC BY-NC-SA 3.0,
