source,category,subcategory,label,era,updated_on,image,name,notes,line_type,image_type,author,license,gauge
MLG Traffic,CC 6500,First series,CC 6500 1st series,4a,20210328,images/SNCF/LE/CC6500_1S_TI,CC6500_1S_TI,"The famous ""french TEE livery"", with metallized gray. First livery of all locomotives but the 6501 and 2. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,First series,CC 6500 1st series,4b,20210328,images/SNCF/LE/CC6500_1S_TEE,CC6500_1S_TEE,Concrete gray replaced metallic gray at the end of the seventies. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,First series,CC 6500 1st series,5a,20210328,images/SNCF/LE/CC6500_1S_TN,CC6500_1S_TN,"TEE livery, hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,First series,CC 6500 1st series,5b,20210328,images/SNCF/LE/CC6500_1S_TC,CC6500_1S_TC,"TEE livery, ""casket"" SNCF logo.. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,First series,CC 6500 1st series,"5a,5b",20210328,images/SNCF/LE/CC6500_1S_GBN,CC6500_1S_GBN,The 6512 was the only one of the 1st series to have been repainted in the béton livery. Hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,First series,CC 6500 1st series,5b,20210328,images/SNCF/LE/CC6500_1S_F,CC6500_1S_F,"Fret livery for CC 6502, 04 to 06, 12, 26, 28, 33 and 35 to 37. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 maurienne,4a,20210328,images/SNCF/LE/CC6500_2SF_MBNB,CC6500_2SF_MBNB,3rd rail. White numbers in horizontal disposition for the CC 6539. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 maurienne,4a,20210328,images/SNCF/LE/CC6500_2SF_MB,CC6500_2SF_MB,3rd rail. White numbers. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,"4a,4b",20210328,images/SNCF/LE/CC6500_2S_MB,CC6500_2S_MB,Suppressed 3rd rail equipments. White numbers kept for a short time on some locomotives. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2ème série,4b,20210328,images/SNCF/LE/CC6500_2S_MJNB,CC6500_2S_MJNB,"Suppressed 3rd rail equipments, at the same time as new yellow logos and numbers, still in a horizontal disposition for the CC 6539 (until 1981). http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,4b,20210328,images/SNCF/LE/CC6500_2S_MJ,CC6500_2S_MJ,Suppressed 3rd rail equipments. Yellow numbers. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5a,20210328,images/SNCF/LE/CC6500_2S_MN,CC6500_2S_MN,"White numbers and hollow SNCF logo. CC 6545, 46, 48 and 51. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,"4b,5a",20210328,images/SNCF/LE/CC6500_2S_TEE,CC6500_2S_TEE,"Former ""Maurienne"" repainted with TEE livery (from 1984). http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5a,20210328,images/SNCF/LE/CC6500_2S_TN,CC6500_2S_TN,"TEE livery, hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5b,20210328,images/SNCF/LE/CC6500_2S_TC,CC6500_2S_TC,"TEE livery, ""casket"" SNCF logo.. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5b,20210328,images/SNCF/LE/CC6500_2S_F,CC6500_2S_F,"Fret livery for CC 6547, 52 to 55 and 57. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 maurienne,"4a,4b",20210328,images/SNCF/LE/CC6500_2SFPI_MB,CC6500_2SFPI_MB,3rd rail. Smaller inox shutters. White numbers. CC 6543 and 50. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,"4b,5a",20210328,images/SNCF/LE/CC6500_2SPI_MJ,CC6500_2SPI_MJ,Suppressed 3rd rail equipments. Yellow numbers. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5a,20210328,images/SNCF/LE/CC6500_2SPI_MN,CC6500_2SPI_MN,White numbers and hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5b,20210328,images/SNCF/LE/CC6500_2SPI_TC,CC6500_2SPI_TC,"Smaller inox shutters in TEE livery, ""casket"" SNCF logo. CC 6543. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Second series,CC 6500 2nd series,5b,20210328,images/SNCF/LE/CC6500_2SPI_F,CC6500_2SPI_F,Smaller inox shutters in Fret livery for CC 6550. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Third series,CC 6500 3rd series,4b,20210328,images/SNCF/LE/CC6500_3S_TEE,CC6500_3S_TEE,TEE livery. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Third series,CC 6500 3rd series,5a,20210328,images/SNCF/LE/CC6500_3S_TN,CC6500_3S_TN,"TEE livery, hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Third series,CC 6500 3rd series,5b,20210328,images/SNCF/LE/CC6500_3S_TC,CC6500_3S_TC,"TEE livery, ""casket"" SNCF logo. The CC 6556 (former maurienne) had the same look after a shutter change. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Third series,CC 6500 3rd series,5a,20210328,images/SNCF/LE/CC6500_3S_GBN,CC6500_3S_GBN,The 6568 was the only one of the 3rd series to have been repainted in the béton livery. Hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Third series,CC 6500 3rd series,5b,20210328,images/SNCF/LE/CC6500_3S_F,CC6500_3S_F,"Fret livery. CC 6559 (former maurienne, after a shutter change), 69 and 71. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Former CC 21000,CC 6575 and 76,5b,20210328,images/SNCF/LE/CC6500_4S_TC,CC6500_4S_TC,"Former 21001 and 2. Laterally displaced shutters. TEE livery, ""casket"" SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 6500,Former CC 21000,CC 6577 and 78,5b,20210328,images/SNCF/LE/CC6500_5S_TC,CC6500_5S_TC,"Former 21003 and 4. TEE livery, ""casket"" SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 21000,First series,CC 21000 1st series,4a,20210328,images/SNCF/LE/CC21000_1S_Orig,CC21000_1S_Orig,"First livery of the 21001 and 2. Inverted arrow motives at the extremities, different front sides paint schema, red numbers. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 21000,First series,CC 21000 1st series,"4a,4b",20210328,images/SNCF/LE/CC21000_1S_TEE,CC21000_1S_TEE,TEE livery. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 21000,First series,CC 21000 1st series,5a,20210328,images/SNCF/LE/CC21000_1S_TN,CC21000_1S_TN,"TEE livery, hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 21000,Second series,CC 21000 2nd series,"4a,4b",20210328,images/SNCF/LE/CC21000_2S_TEE,CC21000_2S_TEE,TEE livery. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 21000,Second series,CC 21000 2nd series,5a,20210328,images/SNCF/LE/CC21000_2S_TN,CC21000_2S_TN,"TEE livery, hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 40100,,CC 40100,3b,20200329,images/SNCF/LE/CC40100_Orig,CC40100_Orig,Initial state with skirts and additional windows. Metallized paint. CC 40101 to 104 only. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 40100,,CC 40100,"3b,4a",20200329,images/SNCF/LE/CC40100_2VL_I,CC40100_2VL_I,After removing skirts. CC 40101 to 104 only. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 40100,,CC 40100,"3b,4a",20200329,images/SNCF/LE/CC40100_1VL_I,CC40100_1VL_I,"Metallized paint. No skirts, no additional windows. Initial state of the CC 40105 to 40110. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 40100,,CC 40100,4b,20200329,images/SNCF/LE/CC40100_2VL_GB,CC40100_2VL_GB,Concrete gray replacing metallized gray. CC 40101 to 104 only. http://mlgtraffic.net/SNCF_E_LE_CCNC.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,CC 40100,,CC 40100,"4b,5a",20200329,images/SNCF/LE/CC40100_1VL_GB,CC40100_1VL_GB,"Final state : concrete gray, no skirts, no additional windows (removed between 1979 and 1983). http://mlgtraffic.net/SNCF_E_LE_CCNC.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwgs (0)41,,Pwgs 41,3b,20230326,images/DB/W/DB_Pwgs41_K2,DB_Pwgs41_K2,"2nd kiosk type (""not aerodynamic""), windows after the doors. Old numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwgs (0)41,,Pwgs 41,3b,20230326,images/DB/W/DB_Pwgs41_K2b,DB_Pwgs41_K2b,"2nd kiosk type, no windows after the doors. Old numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwgs (0)41,,Pwgs 41,3b,20230326,images/DB/W/DB_Pwgs41,DB_Pwgs41,"No kiosk, windows after the doors. Old numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwgs (0)41,,Pwgs 41,3b,20230326,images/DB/W/DB_Pwgs41_b,DB_Pwgs41_b,"No kiosk, no windows after the doors. Old numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwgs (0)41,,Pwgs 041,"4a,4b,5a",20160925,images/DB/W/DB_Pwgs041,DB_Pwgs041,"No kiosk (from construction or after suppression), no windows after the doors. UIC numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwgs (0)41,,Pwgs 041,"4a,4b,5a",20230326,images/DB/W/DB_Pwgs041_UF,DB_Pwgs041_UF,"Refurbished, with new windows and suppressed waistline. Numéros UIC. http://mlgtraffic.net/DB_E_W_Pwg.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwghs 44,,Pwgs 54,"3b,4a",20230326,images/DB/W/DB_Pwgs44,DB_Pwgs44,Old numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwghs (0)54,,Pwgs 54,3b,20230326,images/DB/W/DB_Pwghs54,DB_Pwghs54,Initial numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Pwghs (0)54,,Pwghs 054,"4a,4b,5a",20230326,images/DB/W/DB_Pwghs054,DB_Pwghs054,UIC numbers. http://mlgtraffic.net/DB_E_W_Pwg.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Former coaches,,Pwghs ex ABi 28-29,"3b,4a",20230326,images/DB/W/DB_Pwghs_ABi28,DB_Pwghs_ABi28,http://mlgtraffic.net/DB_E_W_Pwg.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,Former coaches,,Pwghs ex Bi 28-30,"3b,4a",20230326,images/DB/W/DB_Pwghs_Bi28,DB_Pwghs_Bi28,http://mlgtraffic.net/DB_E_W_Pwg.xml,1,plain,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,3b,20180325,images/SNCF/LE/BB16500_V1,BB16500_V1,"First series, with 17 shutters. Initial light green livery on the 16501 to 16503 ? http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,3b,20180325,images/SNCF/LE/BB16500_V2,BB16500_V2,"First series, with 17 shutters. Modified initial light green livery (with dark green strip). From 16505 up to 16520, last unit of the first order. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,3b,20180325,images/SNCF/LE/BB16504_VP,BB16504_VP,"Experimental livery for BB 16504, only 13 shutters. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,3b,20180325,images/SNCF/LE/BB16500_1S_V3,BB16500_1S_V3,"First series, with 17 shutters. Initial green livery (16521 and upper). http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,3b,20180325,images/SNCF/LE/BB16500_2S_V3,BB16500_2S_V3,"From the 15656, only 13 shutters. Initial green livery. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"3b,4a,4b",20180325,images/SNCF/LE/BB16500_PO_V,BB16500_PO_V,Second green livery. Initial shutters. No more corner windows. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"3b,4a,4b,5a",20180325,images/SNCF/LE/BB16500_POE_V,BB16500_POE_V,"Second green livery. Initial shutters. Additionnal technical door on one side for the ""excitrons"" locs (BB 16656 to 750). http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",1,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"5a,5b",20180325,images/SNCF/LE/BB16500_PO_GBC,BB16500_PO_GBC,"""Concrete livery"" with ""casket"" SNCF logo. Initial shutters. Known locs : 16727, 45, 60, 68. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_PO_GBI,BB16500_PO_GBI,"New ""Carmillon"" SNCF logo. Initial shutters. Known locs : 16760. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_PP1_GBC,BB16500_PP1_GBC,"With ""casket"" SNCF logo. One range of plastic shutters. Known locs : 16572. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,4a,20180325,images/SNCF/LE/BB16500_PPP_V,BB16500_PPP_V,Prototype plastic shutters for the BB 16576. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,1,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"3b,4a,4b",20180325,images/SNCF/LE/BB16500_PP_VNR,BB16500_PP_VNR,Plastic shutters. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,4b,20180325,images/SNCF/LE/BB16500_PPE1_VNR,BB16500_PPE1_VNR,"Plastic shutters. Additionnal technical door on one side for the ""excitrons"" locs (BB 16656 to 750). Known : BB 16656. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",1,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,4b,20180325,images/SNCF/LE/BB16500_PPE2_VNR,BB16500_PPE2_VNR,"Plastic shutters. Additionnal technical door on one side for the ""excitrons"" locs (BB 16656 to 750). Known : BB 16714. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",1,sides_L,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"4b,5a",20180325,images/SNCF/LE/BB16500_ARZB,BB16500_ARZB,"Test livery from famous designer Paul Arzens. One unit, 1982. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"4b,5a",20180325,images/SNCF/LE/BB16500_ARZV,BB16500_ARZV,"Test livery from famous designer Paul Arzens. One unit, 1982. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"4b,5a",20180325,images/SNCF/LE/BB16500_GB1P,BB16500_GB1P,"""push-pull"" livery of 1985. Prototype livery on BB 16629, with totally concrete grey lateral sides. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"4b,5a",20180325,images/SNCF/LE/BB16500_GB1,BB16500_GB1,"""push-pull"" livery of 1985. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"5a,5b",20180325,images/SNCF/LE/BB16500_GBN1,BB16500_GBN1,"""Concrete"" livery with narrow strips under the cabin windows. Hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,"5a,5b",20180325,images/SNCF/LE/BB16500_GBN,BB16500_GBN,"""Concrete"" livery with large strips under the cabin windows. Hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_GBC,BB16500_GBC,"With ""casket"" SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,6,20180325,images/SNCF/LE/BB16500_GBI,BB16500_GBI,"New ""Carmillon"" SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_T1V,BB16500_T1V,"Five locomotives specialized for regional trains of Picardie, where the locomotive is located between 2 RIO segments : 16515, 16549, 16550, 16575 and 16592. The livery is derived from the first green TER livery. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_F1,BB16500_F1,"The Freight livery was applied to only 6 locomotives before the revisions stopped. First version (2 locomotives, among them the BB 16535).ocomotives dont la BB 16535). http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_F2,BB16500_F2,"Second version, white surfaces placed differently. BB 16654,... http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,,BB 16500,5b,20180325,images/SNCF/LE/BB16500_TF,BB16500_TF,"BB 16615 : formerly Fret, now TER. The livery stayed, but the logo changed. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,BB 16700,BB 16700,"4a,4b,5a",20180325,images/SNCF/LE/BB16700_PP_VNR,BB16700_PP_VNR,"Second green livery, plastic shutters. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 16500,BB 16700,BB 16700,5b,20180325,images/SNCF/LE/BB16700_GBC,BB16700_GBC,"""Concrete"" livery, ""casket"" SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500,3b,20220403,images/SNCF/LE/BB8500_1S_V1VA,BB8500_1S_V1VA,First green livery. Corner windows. BB 8501 to 8506. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500,4a,20220403,images/SNCF/LE/BB8500_1S_VNRVA,BB8500_1S_VNRVA,"The BB 8501 was repainted with the second green livery, without its corner windows being removed. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500,3b,20220403,images/SNCF/LE/BB8500_1S_V1,BB8500_1S_V1,First green livery without corner windows. BB 8507 to 8529. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500,"3b,4a,4b",20220403,images/SNCF/LE/BB8500_1S_VNR,BB8500_1S_VNR,Second green livery. Initially with numbers on plates. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500,"3b,4a,4b",20220403,images/SNCF/LE/BB8500_1S_VNP,BB8500_1S_VNP,Painted numbers replaced plates during maintenance operations (from the eighties). http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500/88500,"4b,5a,5b",20220403,images/SNCF/LE/BB8500_1S_GB1,BB8500_1S_GB1,"""Push-pull"" livery of 1985. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500/88500,"5a,5b",20220403,images/SNCF/LE/BB8500_1S_GBN1,BB8500_1S_GBN1,Concrete livery with hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Small cabs,BB 8500/88500,"5a,5b",20220403,images/SNCF/LE/BB8500_1S_GBN,BB8500_1S_GBN,Concrete livery with hollow SNCF logo and large strips under the cabin windows. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500,"3b,4a,4b",20220403,images/SNCF/LE/BB8500_CR_VNR,BB8500_CR_VNR,Second green livery. Numbers initially on plates for the BB 8537 to 8548. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500,4b,20220403,images/SNCF/LE/BB8500_CR_VNP,BB8500_CR_VNP,Painted numbers from BB 8549. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500/88500,"4b,5a,5b",20220403,images/SNCF/LE/BB8500_CR_GB1,BB8500_CR_GB1,"""Push-pull"" livery of 1985. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500/88500,"5a,5b",20220403,images/SNCF/LE/BB8500_CR_GBN1,BB8500_CR_GBN1,Concrete livery with hollow SNCF logo. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500/88500,"5a,5b",20220403,images/SNCF/LE/BB8500_CR_GBN,BB8500_CR_GBN,Concrete livery with hollow SNCF logo and large strips under the cabin windows. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500,"5b,6",20220403,images/SNCF/LE/BB8500_CR_GBN1PO,BB8500_CR_GBN1PO,"Modified with a bigger cabin on one side, dedicated for push-pull trains. Specific orange door. ""Concrete"" livery with small orange strips in the ends. Known units : BB 8562 and 65. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500,"5b,6",20220403,images/SNCF/LE/BB8500_CR_GBNPO,BB8500_CR_GBNPO,"Modified with a bigger cabin on one side, dedicated for push-pull trains. Specific orange door. ""Concrete"" livery with large orange strips in the ends. Known unit : BB 85667. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml",2,sides,,CC BY-NC-SA 3.0,
MLG Traffic,BB 8500 / 8700 / 88500,Reinforced small cabs,BB 8500,5b,20220403,images/SNCF/LE/BB8500_CR_F,BB8500_CR_F,Fret livery for the BB 8554 only. http://mlgtraffic.net/SNCF_E_LE_Danseuses.xml,2,sides,,CC BY-NC-SA 3.0,
